_time,Unit-Name,new-email,message,Agent,Location
2016-11-18T07:22:29.016-0500,Academic_Unit2,User969@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:22:27.052-0500,Academic_Unit1,User7965@virginia.edu,Email Opened,,
2016-11-18T07:22:20.465-0500,Academic_Unit2,User4264@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Off Grounds
2016-11-18T07:22:19.795-0500,Academic_Unit1,User2250@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:22:16.430-0500,Academic_Unit2,User5980@virginia.edu,Email Opened,,
2016-11-18T07:22:14.280-0500,Academic_Unit1,User2250@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:22:11.518-0500,Academic_Unit1,User2250@virginia.edu,Email Opened,,
2016-11-18T07:22:07.207-0500,Academic_Unit2,User8901@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) Version/8.0 Mobile/12H321 Safari/600.1.4",Off Grounds
2016-11-18T07:21:55.342-0500,Academic_Unit1,User1817@virginia.edu,Email Opened,,
2016-11-18T07:21:51.916-0500,Academic_Unit1,User22@virginia.edu,Email Opened,,
2016-11-18T07:21:49.776-0500,Academic_Unit1,User1513@virginia.edu,Submitted Data,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",Off Grounds
2016-11-18T07:21:47.829-0500,Academic_Unit2,User5075@virginia.edu,Email Opened,,
2016-11-18T07:21:40.775-0500,Academic_Unit1,User7388@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:21:36.016-0500,Academic_Unit1,User4298@virginia.edu,Submitted Data,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",Off Grounds
2016-11-18T07:21:34.349-0500,Academic_Unit1,User131@virginia.edu,Email Opened,,
2016-11-18T07:21:32.170-0500,Academic_Unit2,User969@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 10.0; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:21:30.157-0500,Academic_Unit1,User7377@virginia.edu,Email Opened,,
2016-11-18T07:21:23.559-0500,Academic_Unit1,User5347@virginia.edu,Submitted Data,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:21:20.107-0500,Academic_Unit1,User7388@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:21:15.623-0500,Academic_Unit1,User4298@virginia.edu,Clicked Link,"Mozilla/5.0 (iPad; CPU OS 9_3_5 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13G36 Safari/601.1",Off Grounds
2016-11-18T07:21:11.939-0500,Academic_Unit1,User7470@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:21:03.755-0500,Academic_Unit2,User969@virginia.edu,Email Opened,,
2016-11-18T07:21:02.900-0500,Academic_Unit1,User7470@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:20:56.850-0500,Academic_Unit1,User8780@virginia.edu,Email Opened,,
2016-11-18T07:20:56.188-0500,Academic_Unit1,User5347@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:20:50.264-0500,Academic_Unit1,User1513@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",Off Grounds
2016-11-18T07:20:42.575-0500,Academic_Unit1,User7626@virginia.edu,Email Opened,,
2016-11-18T07:20:38.404-0500,Academic_Unit1,User3780@virginia.edu,Email Opened,,
2016-11-18T07:20:37.956-0500,Academic_Unit1,User8780@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_1 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A403 Safari/602.1",Off Grounds
2016-11-18T07:20:33.964-0500,Academic_Unit2,User509@virginia.edu,Submitted Data,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:20:31.030-0500,Academic_Unit1,User5675@virginia.edu,Email Opened,,
2016-11-18T07:20:20.589-0500,Academic_Unit1,User7821@virginia.edu,Email Opened,,
2016-11-18T07:20:19.215-0500,Academic_Unit1,User225@virginia.edu,Submitted Data,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",On Grounds
2016-11-18T07:20:14.348-0500,Academic_Unit2,User3561@virginia.edu,Email Opened,,
2016-11-18T07:20:13.180-0500,Academic_Unit1,User225@virginia.edu,Clicked Link,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",On Grounds
2016-11-18T07:20:11.226-0500,Academic_Unit1,User2603@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:20:00.638-0500,Academic_Unit2,User2517@virginia.edu,Email Opened,,
2016-11-18T07:20:00.151-0500,Academic_Unit1,User2603@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:19:58.619-0500,Academic_Unit2,User509@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:19:57.367-0500,Academic_Unit1,User2797@virginia.edu,Email Opened,,
2016-11-18T07:19:45.373-0500,Academic_Unit2,User5212@virginia.edu,Email Opened,,
2016-11-18T07:19:44.907-0500,Academic_Unit1,User2736@virginia.edu,Submitted Data,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Off Grounds
2016-11-18T07:19:43.538-0500,Academic_Unit1,User218@virginia.edu,Email Opened,,
2016-11-18T07:19:38.406-0500,Academic_Unit1,User5343@virginia.edu,Submitted Data,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",On Grounds
2016-11-18T07:19:34.256-0500,Academic_Unit1,User8264@virginia.edu,Submitted Data,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",On Grounds
2016-11-18T07:19:28.796-0500,Academic_Unit1,User5343@virginia.edu,Clicked Link,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",On Grounds
2016-11-18T07:19:28.232-0500,Academic_Unit1,User2736@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Off Grounds
2016-11-18T07:19:24.463-0500,Academic_Unit1,User8264@virginia.edu,Clicked Link,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",On Grounds
2016-11-18T07:19:24.245-0500,Academic_Unit1,User2271@virginia.edu,Email Opened,,
2016-11-18T07:19:18.627-0500,Academic_Unit1,User2736@virginia.edu,Email Opened,,
2016-11-18T07:19:17.504-0500,Academic_Unit2,User1079@virginia.edu,Email Opened,,
2016-11-18T07:19:12.271-0500,Academic_Unit2,User1212@virginia.edu,Submitted Data,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Off Grounds
2016-11-18T07:19:09.448-0500,Academic_Unit2,User8787@virginia.edu,Email Opened,,
2016-11-18T07:19:06.796-0500,Academic_Unit1,User5347@virginia.edu,Email Opened,,
2016-11-18T07:19:03.392-0500,Academic_Unit1,User3501@virginia.edu,Email Opened,,
2016-11-18T07:19:02.503-0500,Academic_Unit1,User5601@virginia.edu,Email Opened,,
2016-11-18T07:18:59.190-0500,Academic_Unit2,User7099@virginia.edu,Email Opened,,
2016-11-18T07:18:59.190-0500,Academic_Unit2,User7403@virginia.edu,Email Opened,,
2016-11-18T07:18:58.939-0500,Academic_Unit2,User1212@virginia.edu,Clicked Link,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Off Grounds
2016-11-18T07:18:52.799-0500,Academic_Unit2,User1746@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:18:47.816-0500,Academic_Unit2,User4748@virginia.edu,Email Opened,,
2016-11-18T07:18:47.436-0500,Academic_Unit1,User5450@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:18:43.112-0500,Academic_Unit2,User7581@virginia.edu,Email Opened,,
2016-11-18T07:18:41.101-0500,Academic_Unit2,User6352@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_2 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13F69 Safari/601.1",Off Grounds
2016-11-18T07:18:38.212-0500,Academic_Unit1,User5450@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:18:37.684-0500,Academic_Unit1,User985@virginia.edu,Clicked Link,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
2016-11-18T07:18:36.313-0500,Academic_Unit2,User4048@virginia.edu,Email Opened,,
2016-11-18T07:18:36.287-0500,Academic_Unit1,User6133@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/601.7.8 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Off Grounds
2016-11-18T07:18:36.281-0500,Academic_Unit2,User6352@virginia.edu,Email Opened,,
2016-11-18T07:18:33.203-0500,Academic_Unit2,User4582@virginia.edu,Email Opened,,
2016-11-18T07:18:33.053-0500,Academic_Unit1,User2098@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:18:33.009-0500,Academic_Unit1,User4305@virginia.edu,Email Opened,,
2016-11-18T07:18:27.799-0500,Academic_Unit1,User845@virginia.edu,Submitted Data,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.99 Safari/537.36",Off Grounds
2016-11-18T07:18:23.702-0500,Academic_Unit2,User5834@virginia.edu,Email Opened,,
2016-11-18T07:18:20.687-0500,Academic_Unit2,User3035@virginia.edu,Email Opened,,
2016-11-18T07:18:19.551-0500,Academic_Unit1,User2098@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:18:09.455-0500,Academic_Unit1,User7384@virginia.edu,Submitted Data,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
2016-11-18T07:18:07.464-0500,Academic_Unit1,User985@virginia.edu,Submitted Data,"Mozilla/5.0 (iPad; CPU OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
2016-11-18T07:18:05.039-0500,Academic_Unit1,User1614@virginia.edu,Email Opened,,
2016-11-18T07:17:58.355-0500,Academic_Unit1,User5945@virginia.edu,Submitted Data,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:17:51.304-0500,Academic_Unit2,User3288@virginia.edu,Email Opened,,
2016-11-18T07:17:41.472-0500,Academic_Unit1,User7384@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
2016-11-18T07:17:41.320-0500,Academic_Unit1,User2311@virginia.edu,Email Opened,,
2016-11-18T07:17:40.954-0500,Academic_Unit2,User8695@virginia.edu,Email Opened,,
2016-11-18T07:17:11.826-0500,Academic_Unit1,User5945@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:17:11.454-0500,Academic_Unit2,User8271@virginia.edu,Email Opened,,
2016-11-18T07:17:05.241-0500,Academic_Unit2,User3839@virginia.edu,Email Opened,,
2016-11-18T07:17:02.678-0500,Academic_Unit1,User5945@virginia.edu,Email Opened,,
2016-11-18T07:16:52.025-0500,Academic_Unit1,User801@virginia.edu,Email Opened,,
2016-11-18T07:16:47.672-0500,Academic_Unit2,User8791@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:50.0) Gecko/20100101 Firefox/50.0,On Grounds
2016-11-18T07:16:43.203-0500,Academic_Unit2,User2881@virginia.edu,Submitted Data,"Mozilla/5.0 (Linux; Android 5.0.1; ALE-L23 Build/HuaweiALE-L23) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",Off Grounds
2016-11-18T07:16:40.900-0500,Academic_Unit2,User7798@virginia.edu,Email Opened,,
2016-11-18T07:16:39.084-0500,Academic_Unit2,User4044@virginia.edu,Email Opened,,
2016-11-18T07:16:37.404-0500,Academic_Unit1,User8331@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:16:35.351-0500,Academic_Unit1,User8331@virginia.edu,Email Opened,,
2016-11-18T07:16:33.379-0500,Academic_Unit1,User5009@virginia.edu,Email Opened,,
2016-11-18T07:16:30.375-0500,Academic_Unit2,User178@virginia.edu,Email Opened,,
2016-11-18T07:16:27.725-0500,Academic_Unit1,User7367@virginia.edu,Email Opened,,
2016-11-18T07:16:25.418-0500,Academic_Unit1,User8138@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:16:24.556-0500,Academic_Unit1,User5585@virginia.edu,Email Opened,,
2016-11-18T07:16:17.232-0500,Academic_Unit1,User8138@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:16:14.067-0500,Academic_Unit1,User8138@virginia.edu,Email Opened,,
2016-11-18T07:16:12.006-0500,Academic_Unit2,User2881@virginia.edu,Clicked Link,"Mozilla/5.0 (Linux; Android 5.0.1; ALE-L23 Build/HuaweiALE-L23) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",Off Grounds
2016-11-18T07:16:11.415-0500,Academic_Unit2,User3299@virginia.edu,Email Opened,,
2016-11-18T07:16:11.042-0500,Academic_Unit1,User4721@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.98 Safari/537.36",Off Grounds
2016-11-18T07:16:06.471-0500,Academic_Unit1,User6712@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Off Grounds
2016-11-18T07:16:06.049-0500,Academic_Unit1,User6228@virginia.edu,Email Opened,,
2016-11-18T07:16:00.055-0500,Academic_Unit2,User991@virginia.edu,Email Opened,,
2016-11-18T07:15:58.424-0500,Academic_Unit1,User6712@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Off Grounds
2016-11-18T07:15:55.896-0500,Academic_Unit2,User1664@virginia.edu,Clicked Link,"Mozilla/5.0 (Linux; Android 6.0.1; SM-G900P Build/MMB29M) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.85 Mobile Safari/537.36",Off Grounds
2016-11-18T07:15:55.848-0500,Academic_Unit2,User7544@virginia.edu,Submitted Data,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Off Grounds
2016-11-18T07:15:49.702-0500,Academic_Unit2,User8444@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_1_1 like Mac OS X) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0 Mobile/14B100 Safari/602.1",Off Grounds
2016-11-18T07:15:45.703-0500,Academic_Unit1,User2558@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Off Grounds
2016-11-18T07:15:43.045-0500,Academic_Unit2,User8444@virginia.edu,Email Opened,,
2016-11-18T07:15:42.330-0500,Academic_Unit2,User1664@virginia.edu,Email Opened,,
2016-11-18T07:15:38.359-0500,Academic_Unit1,User366@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:15:36.604-0500,Academic_Unit2,User7544@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Off Grounds
2016-11-18T07:15:28.751-0500,Academic_Unit1,User366@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:15:21.620-0500,Academic_Unit1,User366@virginia.edu,Email Opened,,
2016-11-18T07:15:15.247-0500,Academic_Unit2,User5591@virginia.edu,Email Opened,,
2016-11-18T07:15:08.248-0500,Academic_Unit1,User2558@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,Off Grounds
2016-11-18T07:15:04.807-0500,Academic_Unit2,User4786@virginia.edu,Email Opened,,
2016-11-18T07:15:02.832-0500,Academic_Unit1,User8116@virginia.edu,Email Opened,,
2016-11-18T07:14:57.156-0500,Academic_Unit1,User7538@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0,On Grounds
2016-11-18T07:14:42.107-0500,Academic_Unit1,User8240@virginia.edu,Submitted Data,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
2016-11-18T07:14:42.063-0500,Academic_Unit1,User7538@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; rv:49.0) Gecko/20100101 Firefox/49.0,On Grounds
2016-11-18T07:14:21.421-0500,Academic_Unit1,User464@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:14:19.463-0500,Academic_Unit1,User5655@virginia.edu,Email Opened,,
2016-11-18T07:14:15.547-0500,Academic_Unit1,User8240@virginia.edu,Clicked Link,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
2016-11-18T07:14:14.910-0500,Academic_Unit1,User464@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:14:11.914-0500,Academic_Unit1,User8240@virginia.edu,Email Opened,,
2016-11-18T07:14:11.754-0500,Academic_Unit1,User8487@virginia.edu,Email Opened,,
2016-11-18T07:14:07.908-0500,Academic_Unit1,User219@virginia.edu,Email Opened,,
2016-11-18T07:14:06.727-0500,Academic_Unit1,User7953@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Off Grounds
2016-11-18T07:14:03.557-0500,Academic_Unit1,User3746@virginia.edu,Email Opened,,
2016-11-18T07:14:01.085-0500,Academic_Unit1,User7953@virginia.edu,Email Opened,,
2016-11-18T07:13:55.399-0500,Academic_Unit1,User219@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:13:55.100-0500,Academic_Unit1,User8826@virginia.edu,Email Opened,,
2016-11-18T07:13:47.484-0500,Academic_Unit1,User219@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:13:39.007-0500,Academic_Unit1,User3608@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_1) AppleWebKit/602.2.14 (KHTML, like Gecko) Version/10.0.1 Safari/602.2.14",Off Grounds
2016-11-18T07:13:37.892-0500,Academic_Unit2,User1937@virginia.edu,Submitted Data,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",Off Grounds
2016-11-18T07:13:32.987-0500,Academic_Unit1,User2591@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:13:30.068-0500,Academic_Unit1,User1970@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:13:29.296-0500,Academic_Unit1,User2871@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:13:28.590-0500,Academic_Unit2,User2836@virginia.edu,Email Opened,,
2016-11-18T07:13:24.940-0500,Academic_Unit2,User1937@virginia.edu,Clicked Link,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/54.0.2840.71 Safari/537.36",Off Grounds
2016-11-18T07:13:22.377-0500,Academic_Unit2,User1937@virginia.edu,Email Opened,,
2016-11-18T07:13:21.264-0500,Academic_Unit1,User2591@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:13:19.758-0500,Academic_Unit1,User3608@virginia.edu,Email Opened,,
2016-11-18T07:13:19.752-0500,Academic_Unit1,User1970@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:13:19.714-0500,Academic_Unit1,User2871@virginia.edu,Clicked Link,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:13:09.637-0500,Academic_Unit2,User5203@virginia.edu,Email Opened,,
2016-11-18T07:13:07.793-0500,Academic_Unit2,User3447@virginia.edu,Email Opened,,
2016-11-18T07:13:03.043-0500,Academic_Unit1,User7520@virginia.edu,Submitted Data,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Off Grounds
2016-11-18T07:13:03.008-0500,Academic_Unit1,User3901@virginia.edu,Clicked Link,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.9; rv:45.0) Gecko/20100101 Firefox/45.0,Off Grounds
2016-11-18T07:12:53.460-0500,Academic_Unit1,User7520@virginia.edu,Clicked Link,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/51.0.2704.79 Safari/537.36 Edge/14.14393",Off Grounds
2016-11-18T07:12:44.462-0500,Academic_Unit2,User2462@virginia.edu,Email Opened,,
2016-11-18T07:12:27.775-0500,Academic_Unit2,User4264@virginia.edu,Email Opened,,
2016-11-18T07:12:18.920-0500,Academic_Unit1,User3130@virginia.edu,Email Opened,,
2016-11-18T07:12:17.627-0500,Academic_Unit1,User7358@virginia.edu,Email Opened,,
2016-11-18T07:12:15.414-0500,Academic_Unit1,User1390@virginia.edu,Email Opened,,
2016-11-18T07:12:10.856-0500,Academic_Unit2,User3002@virginia.edu,Email Opened,,
2016-11-18T07:12:08.382-0500,Academic_Unit1,User4639@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:12:06.877-0500,Academic_Unit1,User5899@virginia.edu,Submitted Data,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,On Grounds
2016-11-18T07:12:01.483-0500,Academic_Unit1,User8388@virginia.edu,Submitted Data,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_0_2 like Mac OS X) AppleWebKit/602.1.50 (KHTML, like Gecko) Version/10.0 Mobile/14A456 Safari/602.1",Off Grounds
